dps,trinketname,ilevel,chestbonus
400970,Vindictive_Gladiators_Badge_of_Conquest_,865,false
400870,Obelisk_of_the_Void_,915,false
400800,Mark_of_Dargrul_,915,false
400745,Eye_of_Skovald_,910,false
400464,Stormsinger_Fulmination_Charge_,865,false
400438,Chrono_Shard_,875,false
400177,Spiked_Counterweight_,905,false
400122,Obelisk_of_the_Void_,910,false
400121,Terrorbound_Nexus_,880,false
400061,Vindictive_Combatants_Accolade_of_Conquest_,900,false
399999,Eye_of_Skovald_,905,false
399774,Chrono_Shard_,870,false
399469,Mark_of_Dargrul_,905,false
399335,Obelisk_of_the_Void_,905,false
399274,Spiked_Counterweight_,895,false
399160,Vindictive_Gladiators_Accolade_of_Conquest_,895,false
399133,Vindictive_Gladiators_Insignia_of_Conquest_,870,false
398980,Nether_Conductors_,895,false
398788,Terrorbound_Nexus_,870,false
398668,Spiked_Counterweight_,890,false
398648,Chrono_Shard_,865,false
398519,Caged_Horror_,900,false
398448,Nightmare_Egg_Shell_,865,false
398241,Vindictive_Gladiators_Accolade_of_Conquest_,890,false
398177,Spiked_Counterweight_,885,false
397977,Obelisk_of_the_Void_,895,false
397933,Vindictive_Combatants_Insignia_of_Conquest_,915,false
397913,Giant_Ornamental_Pearl_,920,false
397538,Spiked_Counterweight_,880,false
397435,Vindictive_Gladiators_Accolade_of_Conquest_,885,false
397391,Giant_Ornamental_Pearl_,915,false
397326,Eye_of_Skovald_,885,false
397190,Obelisk_of_the_Void_,890,false
396906,Spiked_Counterweight_,875,false
396731,Eye_of_Skovald_,880,false
396537,Vindictive_Gladiators_Accolade_of_Conquest_,880,false
396492,Caged_Horror_,885,false
396452,Nether_Conductors_,880,false
396347,Giant_Ornamental_Pearl_,905,false
396269,Mark_of_Dargrul_,880,false
396034,Caged_Horror_,880,false
395839,Vindictive_Combatants_Accolade_of_Conquest_,875,false
395799,Nether_Conductors_,875,false
395715,Giant_Ornamental_Pearl_,900,false
395610,Eye_of_Skovald_,870,false
395452,Vindictive_Combatants_Insignia_of_Conquest_,900,false
395112,Vindictive_Combatants_Accolade_of_Conquest_,870,false
395079,Mark_of_Dargrul_,870,false
394918,Nether_Conductors_,870,false
394802,Caged_Horror_,870,false
394660,Vindictive_Combatants_Insignia_of_Conquest_,895,false
394498,Giant_Ornamental_Pearl_,890,false
394374,Caged_Horror_,865,false
394254,Nether_Conductors_,865,false
394063,Giant_Ornamental_Pearl_,885,false
393857,Vindictive_Combatants_Insignia_of_Conquest_,890,false
393206,Vindictive_Combatants_Insignia_of_Conquest_,885,false
392860,Giant_Ornamental_Pearl_,870,false
392336,Giant_Ornamental_Pearl_,865,false
391566,Vindictive_Combatants_Insignia_of_Conquest_,870,false
388201,Figurehead_of_the_Naglfar_,915,false
387895,Figurehead_of_the_Naglfar_,910,false
387705,Naraxas_Spiked_Tongue_,920,false
387602,Naraxas_Spiked_Tongue_,915,false
387510,Naraxas_Spiked_Tongue_,910,false
387194,Naraxas_Spiked_Tongue_,900,false
387096,Figurehead_of_the_Naglfar_,885,false
386901,Figurehead_of_the_Naglfar_,870,false
386860,Naraxas_Spiked_Tongue_,890,false
386735,Figurehead_of_the_Naglfar_,875,false
386528,Figurehead_of_the_Naglfar_,865,false
386337,Naraxas_Spiked_Tongue_,870,false
379203,Baseline,undefined,false
36122,Vindictive_Combatants_Badge_of_Conquest_,920,false
36017,Vindictive_Gladiators_Badge_of_Conquest_,915,false
35890,Vindictive_Gladiators_Insignia_of_Conquest_,920,false
35878,Vindictive_Gladiators_Badge_of_Conquest_,910,false
35856,Vindictive_Combatants_Badge_of_Conquest_,910,false
35737,Vindictive_Gladiators_Insignia_of_Conquest_,915,false
35750,Vindictive_Combatants_Badge_of_Conquest_,905,false
35747,Vindictive_Gladiators_Badge_of_Conquest_,905,false
35672,Vindictive_Gladiators_Badge_of_Conquest_,900,false
35841,Stormsinger_Fulmination_Charge_,910,false
35597,Vindictive_Combatants_Badge_of_Conquest_,895,false
35573,Vindictive_Gladiators_Badge_of_Conquest_,895,false
35473,Vindictive_Gladiators_Insignia_of_Conquest_,900,false
35128,Oakhearts_Gnarled_Root_,900,false
35585,Memento_of_Angerboda_,915,false
35385,Vindictive_Gladiators_Insignia_of_Conquest_,895,false
35049,Oakhearts_Gnarled_Root_,895,false
35374,Vindictive_Combatants_Badge_of_Conquest_,885,false
35440,Hunger_of_the_Pack_,920,false
35000,Oakhearts_Gnarled_Root_,890,false
35461,Memento_of_Angerboda_,910,false
35439,Nightmare_Egg_Shell_,920,false
35275,Vindictive_Gladiators_Badge_of_Conquest_,880,false
35193,Vindictive_Gladiators_Insignia_of_Conquest_,885,false
34937,Giant_Ornamental_Pearl_,915,false
35175,Vindictive_Gladiators_Insignia_of_Conquest_,880,false
35220,Vindictive_Gladiators_Badge_of_Conquest_,875,false
35406,Stormsinger_Fulmination_Charge_,885,false
35222,Hunger_of_the_Pack_,910,false
35170,Vindictive_Gladiators_Badge_of_Conquest_,870,false
34852,Giant_Ornamental_Pearl_,910,false
35288,Chrono_Shard_,915,false
34830,Oakhearts_Gnarled_Root_,875,false
34995,Terrorbound_Nexus_,920,false
35209,Memento_of_Angerboda_,895,false
35004,Vindictive_Gladiators_Insignia_of_Conquest_,870,false
35043,Vindictive_Gladiators_Badge_of_Conquest_,865,false
35183,Nightmare_Egg_Shell_,910,false
34739,Oakhearts_Gnarled_Root_,870,false
34930,Terrorbound_Nexus_,915,false
34936,Vindictive_Gladiators_Insignia_of_Conquest_,865,false
35017,Hunger_of_the_Pack_,900,false
35097,Chrono_Shard_,905,false
34979,Hunger_of_the_Pack_,895,false
34641,Oakhearts_Gnarled_Root_,865,false
35030,Nightmare_Egg_Shell_,900,false
34815,Terrorbound_Nexus_,905,false
35052,Stormsinger_Fulmination_Charge_,865,false
34885,Hunger_of_the_Pack_,890,false
34582,Giant_Ornamental_Pearl_,880,false
34769,Caged_Horror_,920,false
34727,Terrorbound_Nexus_,900,false
34927,Chrono_Shard_,890,false
34806,Hunger_of_the_Pack_,885,false
34995,Vindictive_Gladiators_Accolade_of_Conquest_,920,false
34977,Nether_Conductors_,920,false
34862,Chrono_Shard_,885,false
34966,Tempered_Egg_of_Serpentrix_,920,false
34498,Giant_Ornamental_Pearl_,870,false
34659,Caged_Horror_,910,false
34922,Nether_Conductors_,915,false
34784,Memento_of_Angerboda_,870,false
34888,Vindictive_Gladiators_Accolade_of_Conquest_,915,false
34608,Caged_Horror_,905,false
34425,Giant_Ornamental_Pearl_,865,false
34734,Memento_of_Angerboda_,865,false
34592,Caged_Horror_,900,false
34734,Chrono_Shard_,880,false
34822,Vindictive_Combatants_Accolade_of_Conquest_,910,false
34544,Caged_Horror_,895,false
34768,Tempered_Egg_of_Serpentrix_,905,false
34757,Nether_Conductors_,905,false
34508,Caged_Horror_,890,false
34650,Nightmare_Egg_Shell_,875,false
34625,Chrono_Shard_,870,false
34247,Eye_of_Skovald_,920,false
34681,Vindictive_Combatants_Accolade_of_Conquest_,900,false
34461,Caged_Horror_,885,false
34667,Nether_Conductors_,900,false
34550,Nightmare_Egg_Shell_,870,false
34175,Eye_of_Skovald_,915,false
34499,Chrono_Shard_,865,false
34504,Nightmare_Egg_Shell_,865,false
34564,Vindictive_Combatants_Insignia_of_Conquest_,920,false
34133,Eye_of_Skovald_,900,false
34562,Nether_Conductors_,895,false
34561,Vindictive_Combatants_Accolade_of_Conquest_,895,false
34341,Caged_Horror_,870,false
34310,Caged_Horror_,865,false
34501,Vindictive_Gladiators_Accolade_of_Conquest_,890,false
34474,Nether_Conductors_,890,false
34048,Eye_of_Skovald_,890,false
34445,Vindictive_Combatants_Insignia_of_Conquest_,910,false
34099,Spiked_Counterweight_,920,false
34013,Mark_of_Dargrul_,910,false
34380,Vindictive_Combatants_Insignia_of_Conquest_,905,false
34412,Tempered_Egg_of_Serpentrix_,885,false
33982,Eye_of_Skovald_,885,false
33949,Eye_of_Skovald_,875,false
34018,Spiked_Counterweight_,910,false
33935,Mark_of_Dargrul_,895,false
34295,Obelisk_of_the_Void_,920,false
34310,Vindictive_Combatants_Insignia_of_Conquest_,900,false
34315,Vindictive_Gladiators_Accolade_of_Conquest_,875,false
33994,Spiked_Counterweight_,890,false
34299,Vindictive_Combatants_Accolade_of_Conquest_,875,false
33920,Eye_of_Skovald_,870,false
34274,Vindictive_Combatants_Accolade_of_Conquest_,870,false
34244,Vindictive_Combatants_Insignia_of_Conquest_,895,false
34254,Obelisk_of_the_Void_,915,false
33887,Mark_of_Dargrul_,885,false
34223,Vindictive_Gladiators_Accolade_of_Conquest_,870,false
34202,Tempered_Egg_of_Serpentrix_,865,false
34207,Darkmoon_Deck_Immortality_,865,false
34199,Vindictive_Gladiators_Accolade_of_Conquest_,865,false
33901,Spiked_Counterweight_,885,false
34169,Vindictive_Combatants_Insignia_of_Conquest_,890,false
34113,Obelisk_of_the_Void_,890,false
34153,Obelisk_of_the_Void_,905,false
34125,Obelisk_of_the_Void_,900,false
34058,Naraxas_Spiked_Tongue_,915,false
34125,Vindictive_Combatants_Insignia_of_Conquest_,885,false
33799,Mark_of_Dargrul_,865,false
33848,Spiked_Counterweight_,865,false
34019,Naraxas_Spiked_Tongue_,905,false
33823,Spiked_Counterweight_,870,false
34047,Vindictive_Combatants_Insignia_of_Conquest_,880,false
34057,Vindictive_Combatants_Insignia_of_Conquest_,875,false
33994,Vindictive_Combatants_Insignia_of_Conquest_,870,false
33907,Naraxas_Spiked_Tongue_,870,false
33904,Naraxas_Spiked_Tongue_,880,false
33878,Naraxas_Spiked_Tongue_,865,false
33903,Obelisk_of_the_Void_,865,false
33357,Figurehead_of_the_Naglfar_,915,false
33338,Figurehead_of_the_Naglfar_,900,false
33335,Figurehead_of_the_Naglfar_,895,false
33335,Figurehead_of_the_Naglfar_,870,false
33302,Figurehead_of_the_Naglfar_,890,false
33281,Figurehead_of_the_Naglfar_,865,false
32978,Baseline,undefined,false
