dps,trinketname,ilevel,chestbonus
338983,Tiny_Oozeling_in_a_Jar,885,false
338949,Obelisk_of_the_Void,870,false
338882,Moonlit_Prism,870,false
338852,Toe_Knees_Promise,895,false
338808,Toe_Knees_Promise,870,true
338734,Giant_Ornamental_Pearl,885,false
338605,Windscar_Whetstone,895,false
338575,Tiny_Oozeling_in_a_Jar,880,false
338490,Ravaged_Seed_Pod,900,false
338280,Giant_Ornamental_Pearl,880,false
338276,Toe_Knees_Promise,890,false
338230,Obelisk_of_the_Void,865,false
338121,Tiny_Oozeling_in_a_Jar,875,false
338098,Moonlit_Prism,865,false
338092,Windscar_Whetstone,890,false
338032,Toe_Knees_Promise,865,true
337964,Ravaged_Seed_Pod,895,false
337850,Giant_Ornamental_Pearl,875,false
337850,Toe_Knees_Promise,885,false
337737,Windscar_Whetstone,885,false
337567,Tiny_Oozeling_in_a_Jar,870,false
337458,Ravaged_Seed_Pod,890,false
337445,Giant_Ornamental_Pearl,870,false
337389,Toe_Knees_Promise,880,false
337253,Windscar_Whetstone,880,false
337202,Tiny_Oozeling_in_a_Jar,865,false
337126,Natures_Call,925,false
336984,Giant_Ornamental_Pearl,865,false
336975,Toe_Knees_Promise,875,false
336971,Ravaged_Seed_Pod,885,false
336837,Windscar_Whetstone,875,false
336695,Ravaged_Seed_Pod,880,false
336571,Windscar_Whetstone,870,false
336547,Toe_Knees_Promise,870,false
336245,Ravaged_Seed_Pod,875,false
336235,Windscar_Whetstone,865,false
336073,Toe_Knees_Promise,865,false
335882,Ravaged_Seed_Pod,870,false
335318,Ravaged_Seed_Pod,865,false
333004,Figurehead_of_the_Naglfar,925,false
332824,Figurehead_of_the_Naglfar,915,false
332792,Figurehead_of_the_Naglfar,920,false
332606,Figurehead_of_the_Naglfar,910,false
332534,Figurehead_of_the_Naglfar,905,false
332465,Figurehead_of_the_Naglfar,900,false
332153,Figurehead_of_the_Naglfar,895,false
332136,Figurehead_of_the_Naglfar,890,false
331855,Figurehead_of_the_Naglfar,885,false
331821,Figurehead_of_the_Naglfar,880,false
331690,Figurehead_of_the_Naglfar,875,false
331507,Figurehead_of_the_Naglfar,870,false
331374,Figurehead_of_the_Naglfar,865,false
324955,Baseline,undefined,false
